CODIGO;DESCRICAO;  CUSTO   
302708; AZUL LAM ROZCATO(P301)  17 ; 30,81 
302709; VERMELHO LAM VALORE(P1807) ; 27,09 
302710; LARANJA LAM OESTE(P144) ; 25,04 
302711; VERDE LAM OESTE(P368)  109 ; 26,32 
302712; VERDE EXTERNO SUPRA(P347) ; 27,79 
302713; VERDE LAM CBS(P367) 10/6 ; 23,14 
302714; VERDE LAM FRIZZO( P7732) ; 26,03 
302715; VERDE LAM MEU BIJU(P367) ; 19,43 
302716; MARROM RES.MIGRAÇÃO VIGOR(AM) ; 71,59 
302717; LARANJA RESISTÊNCIA MIGRAÇÃO 151-C ; 33,18 
302718; VERDE LAM MEU BIJU(P361) ; 25,98 
302719; CINZA MONO LAM 428-C ; 20,47 
302720; ROSA MONO LAM 2039-C ; 22,34 
302721; ROSA MONO LAM 2037-C ; 20,84 
302722; AMARELO MONO LAM 2012-C 101 ; 27,24 
302723; VERMELHO MONO LAM 2347-C ;
302724; LILAS MONO LAM 7679-C ; 29,61 
302725; MARROM MONO EXTERNO 7505-C ; 24,55 
302726; OCRE MONO LAM 4485-C ; 25,04 
302727; VERDE LAM 7726-C 11/32 ; 24,71 
302728; AZUL LAM ZILMAR(P2736) ; 34,14 
302729; AZUL LAM ESPIRAL(P2756)  14/9 ; 43,26 
302730; AZUL LAM SENTINELA(P281)  15/24 ; 43,12 
302731; CINZA LAM SARANDI (GRAY 5)  139 ; 20,12 
302732; VERDE MONO EXTERNO 7484-C ; 26,98 
302733; LARANJA MONO EXTERNO 716-C ; 27,03 
302734; LILAS MONO EXTERNO 7679-C ; 24,50 
302735; LARANJA MONO LAM 2018-C ; 30,19 
302736; VERMELHO LAM CARVALHO(P485) ; 35,12 
302737; AZUL LAM CARVALHO(REFLEX BLUE) ; 38,88 
302738; AMARELO LAM CARVALHO(P123) ; 28,88 
302739; VERMELHO LAM CARVALHO(P711) ; 30,14 
302740; AZUL LAM PIRAHI(P281) ; 34,67 
302741; AZUL LAM PIRAHI(P2758) ; 37,37 
302742; OURO LAM PIRAHI(P871) ; 31,38 
302743; LARANJA LAM KIPANELA(P145) ; 27,35 
302744; VERMELHO LAM TREZE(P200) ; 26,71 
302745; VERMELHO EXTERNO SUPRA(P186) ; 29,95 
302746; ROSA EXTERNO SUPRA(P169) ; 19,43 
302747; VERMELHO LAM SUPRA(P187) ; 28,43 
302748; LARANJA EXTERNO SUPRA(P714) ; 21,96 
302749; AZUL MONO LAM 2192-C  18/2 ; 23,44 
302750; ROXO MONO LAM 526-C ; 24,00 
302751; AMARELO RESISTÊNCIA QUÍMICA 137-C ; 35,55 
302752; VERMELHO RESISTÊNCIA QUÍMICA 180-C ; 26,72 
302753; VERDE RESISTÊNCIA QUÍMICA 362-C ; 28,30 
302754; CINZA RESIT.QUÍMICA COOL GRAY 10-C ; 21,17 
302755; AZUL RESIST.QUÍMICA PROCESS BLUE-C ; 35,05 
302756; BRANCO H.O LAMINAÇÃO HUBER ; 21,20 
302757; AMARELO MONO LAM 155-C  27/26 ; 17,99 
302758; VERDE MONO LAM 3258-C   ; 17,31 
302759; VERDE MONO LAM 7724-C ; 22,62 
302760; ROSA MONO LAM 703-C ; 24,62 
302761; VERDE LAM NUTRIMENTAL(P357) ; 27,26 
302762; VERMELHO LAM MIRAGUAI(P485)  153 ; 31,21 
302763; AMARELO LAM NUTRIMENTAL(AM) ; 29,94 
302764; VERMELHO LAM NUCLEUS(P186) ; 30,47 
302765; LARANJA LAM NUCLEUS(AM) ; 28,81 
302766; AMARELO RESISTÊNCIA QUÍMICA 100-C ; 23,30 
302767; VERDE RESISTÊNCIA QUÍMICA 340-C ; 27,54 
302768; VERMELHO LAM NUTRIMENTAL(P3546) ; 33,36 
302769; LARANJA LAM OURO BRANCO (AM)  17/3 ; 32,29 
302770; VERDE RESISTÊNCIA QUÍMICA 7729-C ;  R$-    
302771; AZUL MONO LAM 632-C ; 22,96 
302772; LARANJA RESISTÊNCIA QUÍMICA 1585-C ; 38,30 
302773; AZUL MONO LAM 7686-C 15 ; 25,94 
302774; VERMELHO RESISTÊNCIA QUÍMICA 1805-C ; 33,38 
302775; MARROM RESISTÊNCIA QUÍMICA 1815-C ; 31,81 
302776; LILAS MONO LAM 525-C  25/4 ; 24,82 
302777; VERDE MONO LAM 554-C  4 ; 25,19 
302778; AMARELO EXTERNO YELLOW-C ; 32,44 
302779; LARANJA MONO LAM 7579-C  50 ; 27,16 
302780; AMARELO RESIST.QUÍMICA CARREFOUR(AM) ; 36,78 
302781; VERDE RESISTÊNCIA QUÍMICA 7491-C ; 25,14 
302782; LARANJA LAM 7569-C   16 ; 25,25 
302783; VERDE RESISTÊNCIA QUÍMICA 583-C ; 29,65 
302784; AMARELO RES.MIGRAÇÃO CREMILLE(AM) ; 32,45 
302785; AZUL MONO LAM 2695-C ; 26,30 
302786; AZUL MONO LAM 2146-C  21 ; 24,84 
302787; AZUL MONO LAM 2199-C ; 20,25 
302788; ROSA MONO LAM 1775-C  26/22 ; 20,51 
302789; VERDE MONO LAM 7479-C 7/34 ; 25,49 
302790; VERDE MONO LAM 336-C ; 24,74 
302791; MARROM MONO LAM 7623-C  5/9 ; 27,81 
302792; VERDE MONO LAM CBS(AM) ; 25,09 
302793; OURO MONO LAM CAMIL(P871) ; 33,65 
302794; LARANJA MONO LAM 7578-C 7/22 ; 27,64 
302795; LARANJA LAM ESCALA(P021) ; 29,73 
302796; AMARELO LAM RESISTÊNCIA MIGRAÇÃO 1205-C ; 24,85 
302797; OCRE LAM RESISTÊNCIA MIGRAÇÃO 147-C ; 26,08 
302798; VERDE LAM RESISTÊNCIA MIGRAÇÃO 355-C ; 26,93 
302799; VERDE LAM RESISTÊNCIA MIGRAÇÃO 357-C ; 27,85 
302800; AMARELO RESISTÊNCIA QUÍMICA 7408-C ; 36,94 
302801; PRETO MONO LAM BLACK 6-C  12/29 ; 24,19 
302802; ROXO MONO LAM 7662-C ; 30,24 
302803; VERMELHO LAM CAMIL (BRIGHT RED)   ; 33,55 
302804; VERDE MONO EXTERNO 2419-C ; 32,62 
302805; AZUL MONO EXTERNO 312-C ; 20,37 
302806; LARANJA RESISTÊNCIA MIGRAÇÃO 144-C ; 31,89 
302807; VERDE RESISTÊNCIA QUÍMICA 364-C ; 34,17 
302808; AZUL MONO LAM GDA(P7672)  176 ; 39,52 
302809; AZUL MONO LAM 2188-C  16/35 ; 27,19 
302810; AZUL MONO LAM 7467-C  9/35 ; 22,73 
302811; VERDE MONO LAM 7715-C ; 23,60 
302812; VERMELHO EXTERNO BEST WOOD(AM) ; 30,29 
302813; LARANJA MIGRAÇÃO VIGOR 2 BOMBAS-C ; 45,32 
302814; VERMELHO EXTERNO FEIJÃO CAMIL(AM) ; 32,47 
302815; VERDE EXTERNO CAMIL(P376) ; 27,56 
302816; VERDE EXTERNO FEIJÃO CAMIL(AM) ; 27,61 
302817; AZUL MONO LAM 2105-C ; 46,25 
302818; LILAS RESISTÊNCIA QUÍMICA 664-C ; 22,21 
302819; LILAS RESISTÊNCIA QUÍMICA 666-C ; 22,33 
302820; LILAS RESISTÊNCIA QUÍMICA 667-C ; 23,22 
302821; AZUL LAM MOTRISA (AM) ; 41,50 
302822; OCRE LAM MOTRISA (AM) ; 29,74 
302823; VERMELHO EXTERNO ARROZ CAMIL(AM) ; 31,88 
302824; VERDE EXTERNO ARROZ CAMIL (AM) ; 26,80 
302825; VERDE MONO EXTERNO 2406-C ; 20,22 
302826; VERDE MONO LAM 2292-C 12/35 ; 26,17 
302827; VERDE MONO LAM 2298-C   ; 22,66 
302828; VERDE MONO LAM 625-C ; 26,23 
302829; VERDE MONO LAM 2269-C ; 22,71 
302830; VERDE MONO LAM 2291-C ; 25,36 
302831; VERDE MONO LAM 2456-C ; 21,59 
302832; VERDE LAM PANELAÇO(AM) ; 31,52 
302833; OCRE MONO EXTERNO 7556-C ; 28,08 
302834; SALMON EXTERNO 488-C ; 20,98 
302835; LARANJA LAM DE HEUS(AM)  124 ; 27,52 
302836; ROSA LAM DE HEUS(AM)  9/29 ; 39,76 
302837; AZUL EXTERNO LATVIDA(AM) ; 39,39 
302838; AZUL LAM BIRBO(P299)   ; 20,70 
302839; ROSA MONO LAM BIRBO(P212) ; 23,15 
302840; SALMON MONO LAM BIRBO(P170) ; 21,39 
302841; VERMELHO MONO LAM 3516-C ; 34,02 
302842; VERMELHO LAM CAMIL(AM) ; 30,98 
302843; AZUL LAM CLARO CASA KM(AM) ; 19,42 
302844; AZUL LAM ESCURO CASA KM(AM) ; 41,56 
302845; MARROM LAM RESISTÊNCIA MIGRAÇÃO 484-C ; 44,98 
302846; CREME MONO LAM 3599-C ; 18,76 
302847; MARROM MONO LAM 7525-C ; 24,54 
302848; AZUL RES.MIGRAÇÃO VIGOR(AM) ; 36,58 
302849; AMARELO LAM SALUS(P116)  9/23 ; 30,91 
302850; AZUL LAM SALUS (P2935) ; 33,33 
302851; VERMELHO LAM SALUS(P185) ; 32,99 
302852; VERMELHO EXTERNO SAL EQUINO (P187) ; 30,92 
302853; OCRE EXTERNO SAL EQUINO(AM) ; 25,10 
302854; LARANJA RESISTÊNCIA QUÍMICA 1595-C ; 33,78 
302855; AZUL MONO LAM 2119-C  58 ; 24,60 
302856; AZUL MONO EXTERNO 311-C ; 19,11 
302857; AZUL MONO EXTERNO 2119-C ; 25,35 
302858; AMARELO LAM DE HEUS(AM) ; 29,69 
302859; CINZA EXTERNO CARRETEIRO PARBO(AM) ; 26,25 
302860; VERDE EXTERNO ARROZ TCHE(P355) ; 29,30 
302861; VERDE EXTERNO ARROZ TCHE (P356) ; 27,84 
302862; VERMELHO EXTERNO ARROZ TCHE (AM) ; 28,47 
302863; VERDE EXTERNO ARROZ TCHE (P348) ; 29,22 
302864; OURO LAM BUTUI(AM)  5/25 ; 36,06 
302865; VERDE LAM PELETILAR(P376) ; 25,82 
302866; VERDE LAM PELETILAR(P329) ; 26,38 
302867; VERDE LAM PELETILAR(P3285) ; 21,01 
302868; OURO LAM ALIANÇA(AM)  14/31 ; 33,70 
302869; AZUL LAM CORREIA(AM) ; 38,36 
302870; LARANJA LAM HAVER(AM) ; 28,37 
302871; AZUL MONO LAM 2198-C  22/8 ; 22,01 
302872; VINHO MONO EXTERNO 697-C ; 23,99 
302873; AZUL MONO EXTERNO 7687-C ; 31,86 
302874; VERDE MONO EXTERNO 377-C ; 25,87 
302875; VERDE MONO LAM 373-C ; 17,90 
302876; MARROM RESISTÊNCIA QUÍMICA 483-C ; 32,16 
302877; OCRE MONO EXTERNO 112-C ; 28,85 
302878; AZUL EXTERNO PÃO VITAL(AM) ; 40,31 
302879; VERMELHO EXTERNO PÃO VITAL(AM) ; 30,97 
302880; VERMELHO LAM LOGO FLORAZARI(AM)  3/2 ; 27,84 
302881; VERMELHO CHAPADO FLORAZARI (AM)  16/32 ; 29,80 
302882; AZUL MONO EXTERNO 296-C ; 27,75 
302883; OURO LAM FLORAZARI(AM)  15/30 ; 28,08 
302884; MARROM EXTERNO 1817-C ; 27,29 
302885; LARANJA RESISTÊNCIA QUÍMICA 2013-C ; 28,81 
302886; VERDE RESISTÊNCIA QUÍMICA 7496-C ; 30,85 
302887; VERMELHO RESISTÊNCIA QUÍMICA 7621-C ; 35,89 
302888; OURO VALE FERTIL RESISTÊNCIA QUÍMICA (4645-C) ; 37,98 
302889; ROSA MONO LAM 232-C  8/3 ; 106,66 
302890; AZUL MONO LAM 2154-C ; 34,19 
302891; AMARELO RESISTÊNCIA QUÍMICA 2012-C ; 31,33 
302892; MARROM LAM PE BRANCO 7515-C  9/32 ; 20,19 
302893; ROSA MONO LAM 707-C  16/22 ; 19,25 
302894; ROSA MONO LAM 7424-C  ; 21,54 
302895; AZUL LAM CROMIA PARBO CAMIL(P655) ; 45,19 
302896; VERDE EXTERNO PIELA(AM) ; 27,77 
302897; CINZA RESISTÊNCIA QUÍMICA PRONUTRA(AM) ; 22,17 
302898; VERMELHO RESISTÊNCIA QUÍMICA PRONUTRA(AM) ; 32,23 
302899; VERDE RESISTÊNCIA QUÍMICA PRONUTRA(AM) ; 31,12 
302900; MARROM LAM FORT BRAYN(P174) ; 23,60 
302901; VERMELHO LAM JOSAPAR(AM) ; 31,84 
302902; VERDE LAM SALUS(AM) 17/20 ; 22,83 
302903; OURO LAM ANSWER(AM)  16/20 ; 31,19 
302904; AZUL MONO LAM 3591-C  18/6 ; 39,54 
302905; OURO LAM ARROZ ITAGUARY(AM)  183 ; 33,25 
302906; MARROM MONO EXTERNO 439-C ; 23,39 
302907; VERDE MONO LAM 553-C ; 29,16 
302908; AMARELO LAM 2012-C PE  29/23 ; 29,25 
302909; VERDE MONO LAM 371-C  ; 25,89 
302910; AMARELO EXTERNO PAI JOÃO(AM) ; 30,48 
302911; AZUL EXTERNO PAI JOÃO(AM) ; 38,15 
302912; VERDE LAM ATALAIA(AM) ; 31,62 
302913; VERDE MONO LAM ATHENAS(AM)  234 ; 25,45 
302914; VERDE MONO LAM POP(P625) ; 30,74 
302915; VERDE LAM PE TRANSP.2301  269 ; 26,93 
302916; VERDE LAM PE TRANSP.369-C  11/42 ; 22,42 
302917; AMARELO MONO EXTERNO 1215-C ; 21,93 
302918; AZUL MONO EXTERNO 5305-C ; 31,82 
302919; VERMELHO EXTERNO SAL ZIZO(P485) ; 31,66 
302920; AZUL LAM AMERICANO(AM) ; 31,68 
302921; AZUL MONO LAM 608-C   ; 29,53 
302922; PRATA LAM NAMORADO(AM)  9 ; 50,11 
302923; AZUL LAM P.BRANCO 278-C  26/32 ; 19,65 
302924; AZUL MONO LAM 2227-C ; 18,88 
302925; AMARELO EXTERNO PÃO VITAL(AM) ; 29,00 
302926; AMARELO EXTERNO LACTOBOM(AM) ; 23,12 
302927; LARANJA RES.QUÍMICA RIVOLI(AM) ; 25,08 
302928; LARANJA LAM POP(P151) ; 29,06 
302929; LARANJA MONO LAM PE 144-C  211 ; 27,51 
302930; MARROM LAM 7595-C  30 ; 25,78 
302931; LARANJA MONO EXTERNO 7584-C ; 27,81 
302932; VERDE LAM RESISTENCIA MIGRACAO 2427-C ; 27,98 
302933; CINZA MONO LAM 441-C    11/29 ; 16,96 
302934; AZUL RES.QUÍMICA RETÍCULA NUTRILUS(AM) ; 48,05 
302935; AZUL RES.QUÍMICA CHAPADO NUTRILUS(AM) ; 48,64 
302936; AZUL MONO LAM 2172-C ; 26,88 
302937; VERDE RESISTÊNCIA QUÍMICA 360-C ; 27,52 
302938; PRETO MONO LAM 419-C ; 29,14 
302939; MARROM MONO LAM 7616-C ; 22,23 
302940; AZUL MONO LAM 649-C   ; 20,53 
302941; OCRE MONO LAM 466-C  51 ; 21,98 
302942; OURO MONO LAM REALENGO-C ; 34,63 
302943; AZUL EXTERNO BANDO GIRANDO SOL(AM) ; 39,13 
302944; AZUL LAM REALENGO(AM) ; 32,83 
302945; VERDE MONO LAM SUPRA(AM)   276 ; 29,42 
302946; CINZA LAM SOCIL MIX(AM) ; 18,43 
302947; OURO RESISTÊNCIA QUÍMICA MUCHO GUSTO(P871) ; 34,91 
302948; AZUL LAM NUTRIBEL(AM) ; 32,32 
302949; CINZA EXTERNO SUPERBIANCO(AM) ; 20,83 
302950; OCRE LAM LATINEX(P7506)   ; 20,60 
302951; AZUL LAM BRUSKY(P539)  2/30 ; 34,62 
302952; AZUL EXTERNO TRAÇO CAMIL(AM) ; 33,45 
302953; AZUL EXTERNO DESMAME(AM) ; 30,85 
302954; AMARELO MONO LAM 141-C ; 24,91 
302955; VERDE RESISTÊNCIA QUÍMICA 370-C ; 29,85 
302956; CINZA MONO LAM 2332-C ; 19,88 
302957; VERDE RESISTÊNCIA QUÍMICA 802-C ; 26,04 
302958; VERDE RESISTÊNCIA QUÍMICA 354-C ; 29,57 
302959; AZUL RESISTÊNCIA QUÍMICA 294-C ; 41,60 
302960; LARANJA RESISTÊNCIA QUÍMICA 143-C ; 28,49 
302961; MARROM RESISTÊNCIA QUÍMICA 732-C ; 32,09 
302962; OCRE RESISTÊNCIA QUÍMICA 140-C ; 29,47 
302963; VERDE MONO EXTERNO 3395-C ; 21,79 
302964; AZUL MONO LAM 7710-C 13/22 ; 23,08 
302965; VERDE RESISTÊNCIA QUÍMICA 333-C ; 21,47 
302966; OURO LAM TREVISAN(AM)  4/35 ; 31,41 
302967; PRETO TRAÇO RESISTÊNCIA QUÍMICA-C ; 31,81 
302968; VERDE MONO LAM 322-C  21 ; 26,55 
302969; VERMELHO ESCALA(P485) PE 11/38 ; 32,98 
302970; VERDE RESISTÊNCIA QUÍMICA ADIMAX(P3272) ; 32,46 
302971; VERDE LAM CAMIL(P3435) ; 28,00 
302972; VERDE LAM COGRAN(AM)  14/33 ; 30,85 
302973; ROSA LAM QUATRE(P)  5/36 ; 44,85 
302974; VERMELHO MONO LAM 3517-C  9/6 ; 30,55 
302975; AZUL RESISTÊNCIA QUÍMICA 2386-C ; 39,29 
302976; AZUL EXTERNO HEJA(P286) ; 34,35 
302977; VERDE LAM KIARA(P570)  224 ; 23,01 
302978; LARANJA MONO LAM 718-C ; 33,19 
302979; AZUL MONO LAM 661-C  8/36 ; 32,25 
302980; AZUL LAM NUTRIBOM(P3005) 2 BOMBAS ; 29,68 
302981; AZUL LAM 295-C BIJU  25/8 ; 33,24 
302982; OURO EXTERNO VÓ NEUZA(AM) ; 30,99 
302983; MARROM EXTERNO RESISTÊNCIA LUZ 476-C ; 40,51 
302984; AZUL MONO LAM 653-C  26/24 ; 22,99 
302985; ROSA RESISTÊNCIA QUÍMICA 702-C ; 22,16 
302986; ROXO MONO LAM 7646-C 18 ; 18,21 
302987; AZUL MONO LAM 2150-C ; 23,76 
302988; VERDE EXTERNO 2292-C ; 25,60 
302989; OCRE MONO LAM 119-C ; 31,08 
302990; VERMELHO LAM 2350-C  6/29 ; 32,14 
302991; LILAS RESISTÊNCIA QUÍMICA 259-C ; 36,34 
302992; VERMELHO LAM BOM NO PRATO(P187) ; 29,10 
302993; AMARELO LAM 3 MARIAS(AM)  24/4 ; 27,47 
302994; VERDE QUÍMICA RAIOLA(LETRA) ; 31,57 
302995; AZUL EXTERNO CFN(AM) ; 36,10 
302996; VERDE MONO LAM 569-C ; 26,43 
302997; AZUL LAM PIG BRANCO(P295)  11/37 ; 35,89 
302998; AZUL LAM HÉRCULES(P281)  40 ; 40,33 
302999; VERDE LAM QUATREE(AM) ; 29,20 
303000; LARANJA LAM AGROCERES(AM)  4/25 ; 30,54 
303001; VERDE LAM LETRA AGROCERES(AM)  5/26 ; 26,51 
303002; VERDE LAM CHAPADO AGROCERES(AM)  6/27 ; 29,34 
303003; AMARELO EXTERNO CAMIL(P123) ; 29,00 
303004; AZUL EXTERNO LETRA CAMIL(P648) ; 30,79 
303005; AZUL EXTERNO RETÍCULA CAMIL(P648) ; 35,86 
303006; VERDE EXTERNO CAMIL GAMA(AM) ; 32,38 
303007; OCRE LAM FARMADOX(P117)  22/3 ; 30,69 
303008; LILAS MONO EXTERNO 2655-C ; 28,39 
303009; AMARELO RESISTÊNCIA QUÍMICA 3514-C ; 33,83 
303010; AMARELO MONO LAM 1205-C  5/33 ; 23,22 
303011; CINZA EXTERNO 4239-C ; 20,39 
303012; AZUL LAM CAROLINA(AM)  76 ; 41,96 
303013; AZUL LAM CINERGIS(AM) ; 31,73 
303014; LARANJA LAM CINERGIS(P1665) ; 31,75 
303015; LARANJA CINERGIS(P7578)  15/7 ; 31,27 
303016; AZUL LAM CINERGIS(P662) 167 ; 42,89 
303017; MARROM MONO LAM 161-C  2/42 ; 26,54 
303018; AMARELO MONO LAM 7549-C ; 28,88 
303019; AZUL MONO LAM 2727-C ; 33,09 
303020; VERDE MONO LAM 2266-C ; 29,52 
303021; VERDE MONO LAM 2299-C 8 ; 23,89 
303022; VERDE MONO LAM 3255-C ; 20,70 
303023; AMARELO MONO LAM 3935-C  10 ; 23,41 
303024; VERDE MONO LAM 7495-C ; 25,74 
303025; AMARELO LAM UNIDASUL(P7409) 5/20 ; 28,26 
303026; AZUL LAM AGROCERES(P302)  31 ; 33,30 
303027; MARROM LAM 477-C  127 ; 28,67 
303028; VERMELHO LAM QUATREE(P193) ; 25,62 
303029; ROSA LAM QUATREE(P184) ; 46,97 
303030; VERMELHO LAM RECORD(P3517)  45 ; 33,68 
303031; VERDE LAM ESCURO ATHENAS(AM)  5/28 ; 29,92 
303032; ROSA MONO LAM 247-C  6/25 ; 81,50 
303033; AZUL RES.MIGRAÇÃO DAN VIGOR (P281) ; 39,68 
303034; AZUL LAM RES.MIGRAÇÃO DANUBIO(P281) ; 34,68 
303035; AZUL MONO LAM 2225-C 20/6 ; 20,22 
303036; AMARELO LAM CAMIL(P606) ; 27,28 
303037; CINZA LAM CAMIL RESERVA ESPECIAL(AM) ; 27,48 
303038; LARANJA EXTERNO 2011-C ; 24,62 
303039; CREME MONO LAM 4665-C 15/23 ; 23,44 
303040; AZUL LAM CAMIL(P669) ; 25,61 
303041; VERDE LAM QUATREE(P7483) ; 29,01 
303042; AZUL LAM BRUSKY(P285) ; 31,91 
303043; LILAS MONO LAM 5175-C ; 20,98 
303044; OCRE MONO LAM 620-C ; 30,52 
303045; AZUL MONO LAM 3584-C 25/05 ; 38,77 
303046; AZUL LAM (P2736) DE HEUS  225 ; 38,55 
303047; ROSA MONO LAM 2014-C  19/4 ; 29,72 
303048; MARROM MONO LAM 1615-C ; 31,16 
303049; OCRE EXTERNO 1255-C ; 28,19 
303050; VERMELHO EXTERNO 2035-C ; 31,36 
303051; VERDE LAM HOT DOG(AM) ; 27,75 
303052; AZUL MONO LAM 2393-C  223 ; 29,26 
303053; AZUL  LAM P.BRANCO 3005-C 261 ; 42,72 
303054; VERDE RES.QUÍMICA LA VIOLETERA(P350) ; 30,38 
303055; VERMELHO EXTERNO URBANO(AM) ; 30,71 
303056; VERMELHO CEREAL 187-C ; 29,23 
303057; AZUL MONO CEREAL 3005-C ; 28,96 
303058; CINZA MONO LAM 4195-C ; 21,87 
303059; VERDE MONO LAM 4216-C  17/34 ; 27,24 
303060; AZUL MONO LAM 2390-C  17/33 ; 26,11 
303061; VERMELHO EXTERNO PE PANTONE 186-C ; 45,52 
303062; VERMELHO EXTERNO 3546-C ; 37,15 
303063; OCRE EXTERNO 7557-C ; 28,19 
303064; AZUL EXTERNO PE PANTONE 2767-C ; 30,97 
303065; VERMELHO CEREAL 704-C ; 30,71 
303066; AMARELO MONO LAM 601-C ; 23,68 
303067; VERMELHO LAM PE BRANCO 187-C  254 ; 31,30 
303068; VERMELHO LAM 3556-C  250 ; 32,85 
303069; VERDE LAM CLARO AMAMENTA(AM) ; 22,65 
303070; AZUL MONO LAM 309-C  8/24 ; 29,11 
303071; LARANJA LAM BRUSKY(AM)  11/36 ; 30,45 
303072; AZUL LAM CHAPADO GIRANDO SOL(AM)  11/40 ; 27,04 
303073; VERDE MONO LAM 578-C  7/26 ; 20,54 
303074; CINZA LAM P.BRANCO COOL GRAY 11-C  13/25 ; 23,23 
303075; CINZA LAM CHAPADO RAGUIFE(AM)  12/31 ; 19,90 
303076; AZUL MONO LAM 3145-C ; 24,05 
303077; AZUL EXTERNO PÃO VÓ NEUZA(AM) ; 37,92 
303078; VERMELHO RES.QUÍMICA RAIOLA(AM) ; 39,69 
303079; LARANJA LAM ORIGINAL BRAIN(AM)   ; 32,65 
303080; AZUL EXTERNO QUATÁ(P287) ; 36,37 
303081; OURO LAM ORIGINAL BRAIN(AM) ; 33,65 
303082; LILÁS  RESISTÊNCIA QUÍMICA 7656-C ; 25,82 
303083; VERMELHO RESISTÊNCIA QUÍMICA 201-C ; 36,61 
303084; VERDE MONO LAM 318-C   ; 18,52 
303085; OURO LAM QUIMTIA(AM)  21/6 ; 33,47 
303086; VERDE LAM QUATREE SNACKS (AM) ; 30,48 
303087; AZUL LAM RES.MIGRAÇÃO 2768-C ; 41,33 
303088; VERMELHO EXTERNO PE TRANSP. 485-C ; 32,92 
303089; LARANJA LAM PET PANT 138-C ; 28,91 
303090; VERMELHO LAM RAGUIFE(P199)    ; 33,07 
303091; AZUL LAM RECORD(P288)  9/4 ; 37,83 
303092; LILÁS LAM RAGUIFE(P266) ; 44,20 
303093; AMARELO LAM RINTHY(AM)  8/6 ; 23,88 
303094; ROSA LAM BOPP MATE 232-C ; 33,55 
303095; AMARELO LAM BIRBO(P130) ; 29,74 
303096; AMARELO LAM BIRBO(P141)   ; 27,20 
303097; VERMELHO LAM DE HEUS(AM)  86 ; 30,51 
303098; MARROM LAM PET 483-C  9/2 ; 27,00 
303099; VERDE MONO EXTERNO 2464-C ; 23,33 
303100; AMARELO LAM PANT 129-C MATTE  12/5 ; 26,88 
303101; VERDE EXTERNO REFISA (AM) ; 25,98 
303102; AMARELO LAM P.BRANCO 137-C ; 33,63 
303103; VERDE MONO EXTERNO 7762-C ; 25,50 
303104; VERMELHO RES.MIGRAÇÃO 1795-C ; 79,14 
303105; AZUL LAM SAL MINERAL(AM) ; 40,19 
303106; AMARELO RESISTÊNCIA QUÍMICA 7548-C ; 37,11 
303107; AZUL EXTERNO LETRA NEUZA(P654) ; 33,60 
303108; LARANJA EXTERNO LUNEPAN(AM) ; 30,09 
303109; VERMELHO LAM 7627-C 9/40 ; 32,07 
303110; ROSA MONO LAM 198-C  ; 22,93 
303111; ROSA MONO LAM PINK(CROMIA) ; 73,14 
303112; ROSA MONO LAM 2038-C (CROMIA)   ; 41,55 
303113; VERMELHO RES.QUÍMICA CHAMPIGNON(P7620) ; 37,15 
303114; VERDE RESISTÊNCIA QUÍMICA PANT.355-C PET ; 34,20 
303115; VERDE LAM PANT.7483-C PET  9/5 ; 27,39 
303116; OURO MONO LAM VIGOR(AM)  83 ; 28,82 
303117; CINZA MONO EXTERNO 2336-C ; 22,98 
303118; MARROM MONO LAM 4645-C  220 ; 22,01 
303119; VERMELHO LAM PE PANTONE 711-C  158 ; 27,40 
303120; OURO LAM MEU BIJU BRANCO(AM)  15/36 ; 29,72 
303121; LARANJA LAM MEU BIJU BRANCO(AM)  15/28 ; 30,34 
303122; AZUL LAM PE TRANSP.7463-C  12/22 ; 29,50 
303123; AZUL MONO LAM 2189-C  15/21 ; 29,54 
303124; AZUL EXTERNO NEOVIA(AM) ; 28,15 
303125; VERDE RES.QUÍMICA CHAPADO RIVOLI(AM) ; 28,93 
303126; ROSA LAM PANT 211-C BOPP MATTE   ; 53,76 
303127; VERDE LAM PANT 318-C BOPP MATTE   ; 22,65 
303128; AZUL MONO LAM 7705-C ; 30,73 
303129; VERMELHO LAM TJ.JOSAPAR(AM)  14/28 ; 32,68 
303130; AZUL MONO LAM 308-C ; 31,80 
303131; AZUL 299-C DE HEUS(AM) 16/29 ; 21,21 
303132; VERMELHO LAM PE BRANCO 7622-C 16/31 ; 28,14 
303133; VERMELHO LAM PE TRANSP.711-C ; 30,95 
303134; LILÁS EXTERNO 266-C ;  R$-    
303135; VERDE MONO EXTERNO 5605-C ; 28,24 
303136; AZUL MONO EXTERNO 7688-C ; 21,23 
303137; LILAS MONO EXTERNO 528-C ; 25,48 
303138; CINZA MONO EXTERNO 7763-C ; 24,46 
303139; VERDE MONO EXTERNO 555-C ; 26,00 
303140; BORDO MONO LAM 2049-C ; 29,04 
303141; AZUL MONO LAM 2151-C ; 26,62 
303142; ROSA MONO LAM 2046-C ; 22,39 
303143; AZUL MONO LAM 2377-C ; 29,16 
303144; AMARELO RESISTÊNCIA QUÍMICA 614-C ; 20,75 
303145; VERDE RESISTÊNCIA QUÍMICA LOLITA(P377) ; 26,18 
303146; CINZA RESISTÊNCIA QUÍMICA 7527-C ; 20,23 
303147; AZUL LETRA NUTRIMENTAL 2384-C  13/2 ; 29,57 
303148; MARROM LAM 7603-C ; 28,02 
